stars,text
3,"They have a new menu food was good.  Not a great place for watching sports, tv's only at the bar.  Service was really slow for food, I waited a quarter and a half for fried fish."
3,"Having been here twice, I could've sworn the food was better the first time around. We were in semi-health-kick mode (read: \""want burger, let's balance it with a salad.\"") The mini Kobe burgers with caramelized onions drained us $15 for 3 -- great flavor though. Salads are huge and can easily feed 2 people, but are plus-minus in content: The flank steak salad was tasty but chintzy with the beef. They also used cheaper iceberg lettuce; c'mon this is the WYNN! There should've been some nice greens in the salad, I would've paid more $$ for that. The higher quality, dark leafy greens -- all 4 sprigs of 'em -- were sitting as optional toppings on the edge of our Kobe burger plate.\n\nUpsides: Beautiful, fresh decor; open 24 hours; great selection and presentations; the perfect example of upscale casual dining.\nDownsides: Above-average prices; tends to get crowded"
3,I enjoyed their bacon Bloody Mary!  The portions here are outrageous! I recommend doing any of the hashes!
3,"Such mixed feelings.. I think yelp has it right at 3.5 stars.. \n\nsooo crowded! They usually play a lot of hiphop which is what I prefer to dance to.. but it gets so crowded and pushy in here you can hardly dance! \n\nThe last time I was there, a famous house DJ performed.. so not only was I kind of bored with the music.. it was even MORE CROWDED.. literally when I went on the main floor I couldn't move.. or breathe basically.. I was sandwiched amongst random sweaty strangers and was literally at the will of the crowd in terms of movement. Thank goodness I'm not claustrophobic.. (not that it was a remotely pleasant experience) \n\nSometimes the other room is a good option.. even though the lower ceiling makes you feel more cramped.. its definitely less crowded. \n\nI love the upstairs outdoor area.. unfortunately midsummer it is WAY too hot! :( But it is much less crowded.. lots of spots to sit and relax.. music is playing so you could dance, but not many people do. Its very pretty. Also, for ladies there is often drink specials if you go early (ie FREE well drinks) \n\nBring your fellas, rotate bar tenders and be conspicuous about hand offs & you can get yourself and your whole crew plenty of free drinks!!  All the guys opt for redbull/vodka but I prefer the Pineapple&Rum or a Margarita. Both fairly strong, but still super tasty, especially for a free drink!  \n\nConvenient location if you are staying in the Venetian or Palazzo.. its much cheaper to preparty in your suite beforehand than try to drink here.. with the exception of the 'ladies hour.'"
3,"A lovely, welcoming Scottish pub. I had Cullen Skink to start, haggis, neaps and tatties for my main course. Both courses were impeccable. A lovely place to dine. The only thing that let it down, was the obnoxious American waitress who served us, but judging by her manner, I can't see her lasting long there."
3,"I stopped in JT Posh this afternoon after leaving J Majors to look for a wedding dress. I read about JT Posh having good prices on quality items so I was expecting to find some good deals. I was impressed by how neat and organized the store was, not always typical in consignment shops. The ladies were also extremely helpful and friendly. I was unfortunately disappointed with the selection and price of their items. This store sort of made me think, pre-owned Anthropologie. They also had a few BCBG items, which you can buy new at TJ Maxx for the same price. They seemed to primarily have dressy and business casual clothing. They also had a few designer shoes. I saw a pair of Michael Kors wedges I liked but they were very worn on the bottom and the inside of the shoes were coming apart, for 40 bucks I'd rather buy something new at the same price point. I'm not sure if it's because of the economy, but a lot of consignment shops seem to primarily carry items that are on the brig of going out of style for at least half the price of the same item brand new. I have come to the conclusion if I'm going to buy something that will go out of style within the next year for at least half of the original price, I'll just buy new, so I can at least get a few years of wear out of it."
3,"We went to breakfast here this morning. The food was fine, but the service was just miserable. The place was less than 1/2 full and there was more than enough wait staff for the crowd.  they seated us immediately, gave us water, then ignored us for about 20 minutes.  They never even got us menus. Our table of 7 found one menu at the bar and shared it-- the waiter walked by several times without offering more. After we ordered, it took about 40 min to get our food (which was really just eggs and toast). After we finished eating, the check never came. Eventually we flagged down a waiter and he got it for us. During our meal a couple walked in, were seated (and then ignored for 20 min with no menus) and eventually just left. I wish we had done the same!  \n\nI've been here for dinner before and had a great dining experience (which is why this got 3 stars instead of 1). But my most recent experience was enough to keep me away for good! \n\nBreakfast: 1 star\nDinner: 4 stars"
3,"I stopped at the Memphis BBQ before flight out of LV airport.  Near the auto-mall.  I sat in the bar area to catch some sports. Very friendly waitress.  Ordered ice tea and Memphis Mini Sliders - pork brisket, chicken, hot link.  The brisket and pulled chicken were dry.  They provide their own BBQ at table but did not help the fact that the pork and chicken were so dry.  I arrived at 12:30 pm so I cannot imagine it was cooking all day to get so dry.  Friendly service!"
3,"I understand the \""farm fresh concept but 4oz. burger is $3.99, little pricey.  Buns were dry and beef patty wasn't juicy.  WFB special sause was very good."
3,"DH & I went to Upper Crust for Happy Hour. We had a pizza and wings, which were on happy hour specials. The pizza was good, similar to the grimaldi's style. The wings were a one star. The ambiance was a little dark, could use some color. Lots of TV's to watch any game were available."
3,"Yakitori is really good here, the miso is soso, and the rest looked good, but i don't like sushi..the staff is really nice and all in all a fun place."
3,"Its \""ok\"". Food is pretty heavy--not for anyone who likes healthy or restricted diet. Great ambiance, good bar and patio. Terrible service and kept having to ask for things from water to silverware to our tab...and it wasn't even a particularly busy night..."
3,"Being from CA, my expectations might be a bit high since we have our fair share of tea places. But out in AZ, there isnt much choices on tea so had to go out of my way to get my fix of tea. Wasnt the best I had however if you are craving some tea, it is the best place that you can get your fix without having that sense of regret after taking your first sip. I am not sure about everyone else but the drinks are a bit too sweet for my liking so if possible try to order yours with less sugar to get more of the tea flavor. \n\nYay for tea lovers!"
3,"This is a bowling alley, I don't frequent bowling alleys often but when I do its usually because I'm intoxicated, at a birthday party or a combo of both.  This bowling alley is not amazing but its not terrible either and they do have cosmic bowling if your into that kind of baloney, that being said I was there to cosmic bowl.. yeah.  Also you may of noticed an option on this yelp review for \""Good for dancing\"" NO, NO ITS NOT THATS THE DUMBEST QUESTION EVER"
3,"The food is ok but nothing special.  The patio is a nice place to hang out on a cool afternoon. The service was very slow. We finally got up and went inside to find someone to pay. Overall, for the price point I'd rather go somewhere else."
3,"you cant claim to really know vegas, unless you know about little gems like these around town that receive acclaim (featured in Bon Appetit Mag) and is hidden from the out of towners and tourists... and hidden is an understatement... its situated in a seedy strip mall, but i can only guess that it was the shiznit back in the day - seeing that the Las Vegas Country Club is within a stones throw away...anyways:\n\nthe GRUB:\n- downright tasty... seriously good thai food - pad thai, panang curry, etc.\n- the drinks were a plenty... and ice cold thai tea on a scorching vegas day is pure heaven.\n\nthe JOINT:\n- janky ass strip mall, im surprised they continue to stay here\n- the indoor dining room is cramped and sometimes poorly lit\n- awesome AIR CONDITIONING\n- wait staff and owners are so nice and genuinely concerned\n\nthe SQUUEZE:\n- they have a decent lunch buffet, but i tend to order off of the menu\n- they take all plastics, cash, and casino chips (j/k)\n- priced reasonable for thai food off strip\n\ncome here because the food is grub and the reputation is upheld by a strong kitchen and authentic recipes... but avoid at night, and especially during full moons; keep your wallet close; and keep reminding yourself that you are still in las vegas..."
3,"Went 2 years ago to see my cousin get baptized. Hotel staff was very nice, but there was no coffeemaker in the room (you had to go downstairs to get it, which annoys me.) It was 113 degrees and the hotel pool was under renovation...stay somewhere else! \nBTW: breakfast, as at any Hilton, is outrageously expensive."
3,"Visited Guy's restaurant in the Quad on Sunday night.  We were seated right away on the patio.   Our waitress was rehearsed and unnatural.  No recommendations made.  We had the lettuce wraps which were very good.  I ordered the turkey burger which was a huge disappointment.  The burger was dry and bigger than the bun....normally that's not a bad thing but in this case, the burger was dry, flat and burnt.  I almost sent it back.  My friend got the fish tacos which she said were just ok.   For the price and the name, I expected much more.  If it weren't for the lettuce rolls, this place would've gotten 2 stars."
3,"First impression - the atmosphere here is really great. For a \""tavern\"" it had a clean contemporary feel and I really loved the plethora of TV's ! I liked all of the different seating options - couches, bar stools, booths, etc. \n\nWe came to watch Thursday night football and try some sliders. Apparently there might have been a happy hour, but this was neither advertised nor disclosed to us despite our arrival prior to 7 PM. Service was a bit akward, but adequate. \n\nI liked the many, many slider options. It would be badass if they would let you do a make your own slider platter (where you could vary the type of slider!), but I understand selling them in sets of 3 of one kind is easier for the kitchen and makes more sense. \n\nAfter much debate the husband and I settled on the meatball sliders and the BBQ chicken sliders. Both unfortunately were served luke warm - a MAJOR turn off for me. I like everything (coffee, tea, food, etc, ect) served HOT. Like I might burn my tongue hot, but these were just warm and quickly became cold. Whatever, this is something I can get over if the food is spectacular. \n\nI think the problem here is , I was putting each of these items up against a local gold standard of the same type. Neither could stand up, so this was a disappointment. \n\nI was comparing the meatball slider to the ones at Metro. The ones at Metro are served on garlic knots and are in-freaking-credible! The ones here were served on hawaiian bread, a nice touch, but just lacked that certain something. \n\nI was comparing the BBQ chicken slider to the pulled porkie from the slider truck. While chicken will never match the magic of pork, this thing just lacked cohesiveness overall. The pulled porkie from the truck is like a bite of heaven - this was just meh. The chicken was chunks of grilled chicken - I think in the future either a small piece of chicken breast, or pulled chicken would be far better. The chunks slide around funny and are impossible to keep on the bun! \n\nOverall not somewhere I'll be rushing back to. The atmosphere was cool, but unless you live in the Southwest part of town I don't think the sliders are worth the drive."
3,"Ordered two drinks; 2 Strawberry-Banana smoothie, but one with \""Energizer\"". \n\nFirst drink was blended with the, \""Energizer\"" and poured into the cup...now at this point, he \""realized\"" there's a lot of left over...so what did he do?\n\nHe then poured it in the second cup right before my eyes...\n\n3 things wrong with this:\n\n1. My energizer is now cut down. \n2. The second cup now has energizer.\n3. The second cup was only 75% filled."
3,"So I come here for their weird selection of international\ngourmet foods. If you're a chocoholic and you want something\nother than Hershey's or Nestle than this is a place you might\nwant to check out. All sorts of chocolates from all over the\nworld with weird stuff mixed in. They should do chocolate\ntastings the way some stores do wine and beer tastings. They\nalso have candies from all over the world. A section of Korean\nand Japanese candies. A section of Hawaiian snacks. Australian\ncandies and snacks - from Violet Crumble to Vegemite. A pretty\ndecent selection of wines, beers and sodas. They also have a \nfurniture and a bath section reminiscent of Bed, Bath and Beyond.\nNot really a place for regular grocery shopping but more for \nnovelty snack items. Plenty of parking as it's in a big mall.\nIf you shop there with any frequency, they have the World Market\nExplorer program with savings, free coffee, and all sorts of other\nperks as long as you give them all your personal info so they\ncan spam you and crank call you and ding dong ditch you on your\nbirthday."
3,"Just like all the other Firehouse subs that I've been to.  They make great subs, much better than Subway.  Service was fast here, even with a group of 15."
3,Not overly impressed but then again I think it will grow on me.  When I visited with my girlfriend the whole place was filled with kids and that doesn't and shouldn't really reflect on the restaurant but I think this place is very kid friendly (which is good) but sometimes it can be a bear for others.  I'm going to give this place more time to really put an impression in on me and see how it goes.  I like the feel of the place and the service was excellent though.
3,"I enjoy going to POP's from time to time in order to enjoy a nice cheesesteak. Unfortunately, their location isn't close to home or in a place I frequent very often. It is worth driving out of the way for, however, to satisfy my craving.\n\nI always order the #2 Cheese Whiz Steak with onions. The gorgeous pictures on their menu always tempt me to order something different, but the memory of that gooey delicious cheese on top of tender steak just trumps all other urges. When it comes to sides, I've had the fried zucchini and the whiz wheels. The zucchini was alright. Nothing to write home about really. I didn't care for the whiz wheels. When asked what they were, they described them to be \""like fries.\"" They're nothing like fries. Rather, they remind me of Asian shrimp chips.\n\nThe service isn't amazing. Half the time, the person working behind the grill is very inattentive; doesn't really greet you and merely waits for you to order without saying anything. The patio eating area is a bit run down. The stools aren't the most comfortable to sit on either, but I guess it's part of POP's charm."
3,"The good: Cool ambiance, very trendy.  Multilevel seating.  Just a couple of blocks away from the Metro station.  Huge wine list - by the bottle.  Only a couple of pages of wines by the glass (your choice of either a 2oz or 4oz pour).  The waiter was very knowledgeable about the wines and offered 2 excellent recommendations.  The ricotta gnocchi and bison sliders both stood out as excellent.\n\nThe not-so-good: Even though we had a reservation, we had to wait about 10 minutes to be seated.  There was no one else waiting, and several empty tables.  I was disappointed to be seated at a table with stools when I later noticed other tables with real chairs (I did not raise this concern with the waiter).  The prices were a bit higher than I expected - 5 tapas plates ranging in price from $7-$15 and 4 glasses of wine fed 2 people for $100.  At one point our waiter forgot to put our next order in so we waited over 20 minutes between courses."
3,"Desserts are the star here! If you come solely for a frozen hot chocolate or yummy treat, you'll have a 5 star time all the way!\n\nHOWEVER, if you come here for dinner, don't expect anything different than you could get at your local diner. And for triple the price. \n\nWaitstaff seem hurried and frazzled. Hostesses are drone-like. Very mediocre service.\n\nThat being said, I will ALWAYS be back for the signature frosty indulgences...no matter how blah everything else may be!"
3,Okay so I only go here in a bind when my favorite sushi restaurant is closed because my favorite sushi restaurant I'm Sundays doesn't open until I want to say 4 PM well I came here and I got the unlimited all-you-can-eat sushi which sometimes I don't get it but lately I've been doing that restaurant and I got thee coconut shrimp sushi roll what I was doing the all you can eat one night and I would go back again and again just for this coconut roll shrimp now the  sauce they put on the Coconut Shrimp has a unique texture to it so I'll let you figure it out on your own what you think of the sauce when you see it on your plate and feel it in your mouth but it is amazing .... amazing nothing compares to this roll everything else is just ordinary but this roll is mind boggling
3,Large portions of decent food (large enough to share) and good friendly service.
3,"Food is good , but price is on the high side in my opinion . I would go back more if price is little cheaper !"
3,"True, it's a nice place, but I've been here quite a few times and it's sooo hit or miss for me. If you've never been, then I guess I would check it out. The first time I ever came here was Labor Day weekend last year, and it was awesome! Fun times. However, seems like each time I come, the experience is less and less enjoyable. The most recent time I came, which was last weekend, is what prompted me to write this review. The bouncers were SO douchy!!!! My friend and I couldn't even get in because we didn't have table reservations. We waited in line for literally at least 40 minutes and they wouldn't let anyone in line in. But they were letting random basic looking girls that would arrive and walk to the front of the line. One of my guy friends showed up and ended up just paying the douchy-bouncer to let us in. REALLY??? Insulting.. I will never stand in line in ARIZONA for that long again. And the music is just OK, but if you drink enough, you'll have a good time."
3,Just cruising around the Mirage late night after some gambling. Decided we should probably eat something at some point. Just saw this place and went in for a burger. They have a wide variety of specialty burgers. Including the lamb vindeloo burger. Which defintly caught my eye. It was a well cooked burger with lots of flavor. I wouldn't say its my favorite in the world but it was good. I liked the option of waffle fries and several other side options. The service was ok not great. But at 1 in the morning what do you really expect? I can see coming here again and trying other options for sure.
3,"Ah the moose.\n\nThis used to be my favorite bar in the whole city for years.  Then it changed.  Down were the ice skates, down were the random posters everywhere, no more is the pool table, and the upstairs is now a shitty venue.  /sigh\n\nWell the moose used to be great and then they added things like order and second floor band cover charges.  I've maybe seen 2 bands at the moose that didn't make me want to rip my ears off and throw them at the drummer.  Lotsa crappy punk.  Regardless don't discount the moose just because i discredit it.  Its still a rad place for all the tatt'd up heads to hang out at.  Its just not the same.  Regardless they still have slayer on the juke along with down and maiden.  They still have the most insane things on the tv at any given time and the hockey stick banister.  I hope to hell they still have metal mary.  And they still have my memories.  \n\nThey used to do vinyl metal night, always a good time."
3,"Service was ok, food was ok... nothing spectacular..."
3,"I hate to be the party pooper but as someone who is a healthy cooking fanatic and always on the search for a lighter choice when I'm on the go, this place doesn't put me off the charts on my wow-meter. The portions are plentiful which is very nice considering the price. The ingredients do seem fresh as well and I very much like seeing the open kitchen. The staff has always been friendly, but when it comes to taste, texture and \""health\"" I think there is room for improvement.\n\nMost of the salads I have tried, whether potato, pasta or legume based, have been grossly overdressed. The adjective that comes to mind is \""gloppy.\"" The chana masala chickpeas had a pool of oil sitting in the middle and the batch was overly salted. The thai peanut vegetables were overly coated with a viscous dressing, though the flavor was decent. Each time I see a beautiful creation and order it, my lips feel coated chapstick after a few bites. The wraps have good flavor, but I don't see the point of stuffing them with rice. Carbs and carbs don't feel healthy to me when coated in a coconut sauce. To be fair, the chili I had last week was fantastic. Earlier this week however, when it was 60-some degrees outside, they had no soup. Seems like an odd special to be missing when the season finally turns.\n\nI think there is terrific potential and I hope Desert Roots fares well. Local food that is fresh made, open and honest, is what I live to support. There is absolutely no doubt that this humble cafe provides better choices than most of the options on Mill. But I can't sing praises quite yet. A few tweaks to thin out the sauce, adjust the seasonings and maybe some better carb/protein combos and I'll be a regular."
3,"This review could have had a higher rating but heres what happened.  So I yelp a nearby place for lunch and this comes up but as noodles something or other which has 5 starts with 2 reviews.  I cant find it...do I call and its pan Asia...so I ask oh did you change the name? The girl says no I dont think so...any ways we decide to eat here and go in. The place was pretty empty, just another couple at the bar.\n\n  The waitress quickly comes over and gives us menus and drinks. So right on the top of the menu it says ...formally simply noodles?  I realize  that our waitress is the one who answered tbe phone. I asked about the special that was on the chalkboard and she turns to the other patron at the bar and asked him to explain it to me? It was some chicken over cucumber salad..so she adds..well I have only sold one of those so I don't know if its very good. Really?\n\n So I ask about some other dishes and end up ordering a shrimp and chicken curry noodle ..my husband orders a beef noodle dish ... both were delicious!   \n\n                                      Neither dish was exactly as yge waitress discribed them. But honestly really good food. I love that I could've sat at the bar and watched the food being prepared.             \n\nWhat I dont love is families sitting at the bar with 4 teanagers.  So the bar area is cool for watching the chef...but it is a full bar. I mean 3 girls came in and sat at the bar telling the waitress that they have a party of 5. About 5 minutes later the parents come in with another young girl...but what if there were no parents? Either way. ..not cool.\n\nSo 5 stars for the delicious food and the chef who knows the menu:) \n\n3 stars for the quick waitress that literaly knows nothing about the menu or the restaurant itself.\n\n0 stars for allowing minors at the bar."
3,"Good family restaurant w/gr8 gluten-free menu.  Variety of standard dishes.  I like the shrimp salad, gluten-free pasta, tomato soup, margarita pizza, duck tacos, tapas and drink selection.  The food isn't gourmet but it's well prepared, amble and the service is good.  Prices are decent and the place is spacious.  Menu is always changing."
3,It was ok!  Service and food.  My husband loves the place.
3,"Customer service has been great and they'll discuss the meat and answer all questions. \n\nThe prices are more expensive that a grocery, but the meat is antibiotic/hormone free and the beef has grass in its diet besides corn. For those who aren't aware feeding cattle grass will change the flavor of the meat AND cuts down on the chance the meat has e. coli making it safer to cook rare and medium rare.\n\nWhere as the grocery beef is sprayed with ammonia to make it safe. Also, you won't have to worry the hamburger is made with \""pink slime\"" like your local grocery meat that comes from factory farms. Again look it up, its absolutely disgusting but common practice."
3,"The Las Vegas is a mouth full you may not want to try to eat this if your on a first date.The service isn't great but, it's worth a try if your in the mood for sushi"
3,"Although the location is a little random, connected to a hotel, and the front door was basically closed shut, Azteca was overall better than what I expected. The chips came out hot with two salsa, one more traditional and another slaw like salsa. The traditional salsa had a nice kick, however the other one was ugh, not really sure what it was. I ordered the lunch chicken fajitas. The fajitas were steaming with onions, peppers and tomatoes and were good, nothing spectacular. The beans and rice, on the side, were also just okay, nothing extraordinary. The service was good and overall I enjoyed my visit."
3,"The food tastes good. Unfortunately I had forgotten that my stomach wasn't doing too well.  I had originally posted that I had gotten sick from the food but this is my post edited. I simply did not put two and two together.\n\nThe service was great, by the way and in the future I need to be careful when I have a pre -existing digestive bug."
3,This was place was ok.  The waitress was great but the patrons are rather trashy which is what turned me off to this place.
3,"The place is beautiful. Depending on time of day and crowd, there is energy here. The waiters are excellent. The food...not that good! Perhaps they were having an off day, but everything was a little too delicately flavored for me. The Brava Potatoes are comparable to the Cheesy Fiesta Potatoes at Taco Bell (congratulations Taco Bell, I guess). And the mixed paella was a oil drenched rice with overcooked crab and lobster."
3,"Ive been to this place a couple of times to have a sandwich for breakfast. They have good tuna sandwich, good tomato and mozzarella sandwich, good coffee, only complaint is that it usually runs you about $30 per person, and for a sandwich, a coffee, and a drink thats a bit expensive."
3,"It's not bad but not great either.  \n\nBasically, if the crust doesn't wooo me I am just gonna call a place \""ok.\""\n\nI had the white pizza with clams.  The pizza did have a very generous portion of clams on it and the flavor was good.  The crust is an average crust... it's just okay.\n\nThis place is worth while for a slice of pie... but not on my top ten list."
3,I've been here many times over the years. Not bad.
3,"What to say about Share? \nShare is a fun club to go to if you're drunk or you're out of options. I'm sure it depends on the crowd you go with. I usually have fun after I've gotten drunk/tipsy elsewhere. The drinks are expensive. The drinks are very watered down. 20 for two cranberry/vodkas in tall thin glasses, but I get the same at a different bar for 7 dollars each. And the drinks are actually strong.\n\nThis place is cool for the fun club experience, but I feel like it's a little lack luster for a gay club in Vegas."
3,"Had lunch on a Saturday afternoon at Olives and wasn't impressed.  It's not that the food and drinks was bad, it was just too pricey for what you got.  Make sure you avoid Mojitos here, because at $14 a piece, they were more expensive than each of our lunch entrees.\n\nPerhaps dinner would be better?"
3,"When ever we make our trips to Las Vegas, we stay down on Fremont Street . . . and . . . The Golden Nugget is our hotel / casino of choice.  This trip however was not one of the better stays.\n\nTwice during our 5 day stay, we had to call housekeeping because our maid had left the diry towels on the entrance table . . . not sure why . . . and one day, she even left the tip behind.\n\nThe tables were overly crowded, even though they were all open . . . with the exception of ones located by the Chart House.  Why those weren't open as well . . . I do not know.\n\nThe saving grace this trip were the Valets . . . they remember us from our comings and goings . . . and even asked how my back was doing, since they knew I had tweaked it early in our stay.\n\nWe will be back since everyone has a bad day . . . and the Rush Tower still has the best rooms on Fremont Street."
3,"When I went, I went with my family but this was a surprise dinner because I had already ate before we got here. So now I wasn't hungry and wanted something light. So I order a salad. \n\nThis place is very loud. We were seated right next to the kitchen so all you can hear is dishes and glasses being banged together while they were cleaning them. The doors where closed to the patio since it was a cold night, which only made the people talking even louder. You can watch the fountain show from the restaurant, which is always nice. \n\nThe salad arrives and we all look at each other and look back at the salad. It had nothing on it. A little spoonful of oil or something on the top but other than that, it was leafs. I don't know how much that was but I never seen anything like that. I guess the french are skinny for a reason. We returned it and they then ordered a burger for me. I remember that being good. Just didn't eat a lot of it. \n\nFrench food isn't for me."
3,"I moved to Vegas at the beginning of the summer and went from a large house with a large yard to a two bedroom apartment.  My poor pup has been cooped up all summer due to the heat and not having a yard, so I decided it was cool enough today to venture out to the park.\n\nThe complex on a whole is great. A lot of soccer fields, picnic areas, walking areas. I think I saw a play ground for the kids too, but may be imagining that.\n\nPart of the reason that I chose this park was because previous reviewers mentioned there are three runs, one for small, one for medium, and one for large dogs.  My dog is on the smaller size of medium, but usually noticeably larger than the small dogs.  I have a pretty serious knee injury and didn't want to risk  being jumped on by the big dogs, so I thought the three runs would be perfect.  There are only two runs, large dogs and small dogs.  Luckily, a lot of the dogs in the small area were the same size as my dog.\n\nMy pup enjoyed running around and playing with the other dogs.  The other owners were friendly and kept a good, yet playful eye on their pups as well.  There is a water fountain for the owners and the pups which is great as there really isn't much shade at all (minus 1/2 star for the lack of shade).\n\nMy biggest complaint is that this place smells HORRIBLE!  I don't know what the cause for the smell was because as I walked around with my pup, I didn't see any doggy doo doo on the grass and all of the owners were great about picking up after their pups.  It was awful though, and seemingly worse in the small shaded area.\n\nBased on other reviews of parks in the area, I will probably end up back here and if it weren't for the smell and lack of shade, I would've rated it 5 stars."
3,"I was here on its 3rd night being open.  We had intended to go to Solstice and then noticed this place so decided to give it a shot.  The bar definitely had an unfinished feel to it and you could only see small touches of why they are calling it Sin City.  The crowd was diverse and people seemed to be coming and going often.  Beers were reasonable, though nothing on draft yet, but that could have changed since then.  I don't like that there is just one bathroom for each sex, I hate waiting on line at a bar to use the loo and if this place gets crowded it will def be a problem.  But overall I would say its a welcome addition to the neighborhood."
3,We were sadly disappointed that there is no children's menu. We were going to order off the regular menu for him but the options for a picky 2 year old are 1 pancake for $11.99 or toast with only a wheat or rye option (SERIOUSLY? No white or sourdough option?) I'm annoyed now.
3,"An airport Chilis with pretty much the full Chili's menu and an entirely adequate bar to boot.  \n\nService is hectic, frantic, and overwhelmed, much like the travelers at the airport.  You may experience some delays, but in general everything feels rushed so it is a bit hard to decompress and relax.\n\nFood was tasty but like most of Chili's food, it is calorie laden and salty as hell."
3,To start this place is in a sketchy neighborhood and only accepts cash. That said it looks a little run down when you walk in but the did just score an A on a health inspection in August. \nThe caramelo was mediocre - it needs more cheese and to be crisper. The tacos are boring! The carne adasada was ok flavor wise but a little dry. The Sonoran dogs- not the best in the state (head to Tucson for that) but for sure the best I have had in the Phoenix area. \nThe service was a little slow (about 15-20 minute wait) and since I don't speak Spanish there was limited interaction. \nAt the end of it I say go but just got the hot dogs!
3,"A long time customer of this place until we realized Yogurtland has better service, friendlier employees, better hours and more flavors. \n\nMy friends and I tended to  go to this place at night. Employees start cleaning machines out and eliminating flavors before closing time. If you wander in too close to closing time you will not get a greeting and you can sense a coldness in the air that has nothing to do with the yogurt. \n\nBeverages are sold at ridiculous markup too. The yogurt is decent and they have comfortable sitting areas to enjoy it but I shouldn't have to feel guilty because I wandered in at 9:55 to grab a cup of something and go. \n\nSome of the good flavors don't last too long here either and the salted caramel comes out more melted than the other flavors because it has salt in it and employees don't lower the temp of it to compensate for that. It's partially melted by the time you get to your car during an AZ summer.\n\nWe now make the extra drive and go elsewhere. \n\nFree WiFi is a plus but who really cares?"
3,I was taken for lunch. Place obviously is popular. With my limited knowledge I thought a steak could not miss. My impression was expensive for a mediocre steak  Highly unimpressed. Service was barely adequate.
3,"So i live within walking distance from here, and well, when there's sushi around the corner... how can i not bless this place with my presence!? Haha, well all i can say is that this place has some of the best appetizers and a few good rolls, but service and timing of food needs a lot of work! I always go with my boyfriend so we can talk and pass the time, but one time the waitress totally forgot about us! On top of that, none of the other servers even winced when they saw our table empty, no drinks, no nothin'! We had to flag someone down just to put in our orders. \n\nAlso, another incident, an entire family practically took up the entire sushi bar, were seated 30 minutes after us, and somehow got to eat before my boyfriend and i! I understand the concept of the bar and all, but. man, that's a little outrageous. Luckily, our young waitress did acknowledge us and asked if we needed anything while waiting. \n\nIf it weren't for the decent food, i would have rated lower, but hey, some days.. it's worth the wait."
3,"Ruffino is definitely the kind of italian restaurant that your grandparents go to when they want to try somewhere nice. The decor is definitely mid-1980s but is well-kept. \n\nI ate here for a work function, so I ordered from a limited menu. The only vegetarian option was a fettuccine alfredo, so I asked them if they could give me fettuccine with a marinara sauce. They gladly obliged\n\nThe marinara sauce was surprisingly good. Lots of chunky tomato bits and very good garlic flavor.\n\nThe fettuccine noodles were delicious....perfect thickness and just enough taste to make them compliment the sauce.\n\nService is friendly but forgetful; drinks were ordered by several people at the table at different times and were forgotten by the waiter.\n\nWould I go here again? Honestly, with so many good italian options available, I wouldn't drive down to Ahwatukee to eat here, but if someone invites you out here, you will get a decent meal."
3,"me and my dawls had a girls day and came here for brunch..\nthe wait wasn't too long.. \n\nbeing that it is dim sum, we gave ourselves  wait time because the rush for dim sum on a sunday we imagined would be crazy.. but it wasn't too bad. plus!  they serve dim sum till 3! \n\nit's a fairly big place.. \nprobably how we could be seated so fast..\n\na fair selection.. \nwe wanted to venture and try other things but didn't know...\nor understand...\nwhat some things were.  so we just had the usuals..\n\ntastes good!\nservice was good..\nwhen the server noticed that we were kinda just waiting around and looking for the carts, he went and got them to come to our table which is cool..\n\ni just recommend maybe adding little explanation cards..\nwe would have been willing to try more if we knew what they were!\nlanguage barriers are hard to break..  especially in a loud restaurant!"
3,"After changing locations from 59th and Bell Rd, the pizza has gone down in quality.  It's now nothing more special than any other pizza.  The wings are okay, though nothing to yelp about.  The new location seems to be an improvement over the old one seeing as you couldn't see it off of Bell without really having to stop and look."
3,"Definitely just an average sandwich joint.  One thing I didn't understand is why they didn't have soup.  They have the typical pick 2 combo you might find at Panera or Cafe Zupas, except you are picking between a sandwich, panini, and flat bread pizza....so essentially you are getting 1/2 sandwich 1/2 sandwich.\n\nThe side of potato salad was very generic and heavy on the mustard.  I got the tuna salad sandwich which was just ok.  It is adequate if you are in the area and need a quick bite that won't cost you 1,000 calories, but I wouldn't go out of my way."
3,"View is by far amazing.  I felt the food was overpriced for the quality. There's a ton of good places to eat in Vegas for the same price.  \n\nMy client got the duck and steak, steak was great, duck was meh.  I got shrimp and scallops, was very good...not sure if it was over $25 good.  \n\n\nALSO, they search you before you go up into the elevator to get to the restaurant.  Like go through a metal detector search. And look in your purse search---frist time for everything!\n\nThey also require you to be DRESSED nice, group of 8 before us, the men were in t-shirts, no dice, wouldn't sit them. So keep that in mind"
3,"this is probably one of my least favorite airports i have been thru during my trips across the states. I stopped here for a layover and almost missed my flight because there is no overall intercom or even speaker system, so you really have to be vigilant near your gate to make sure you know when to board. \n\nI haven't gone through the actual security so i can't really say too much about that since my visit was simply a layover and not a full run through of the facility. But I have experienced better elsewhere. \n\nSad, because this is the same airport that is reference in that Jimmy eat world song 'Goodbye Sky Harbor' and that is such a great song too! \n\nSo for now, Ill say this place is simply ok. The decor inside wasn't bad. But it probably needs a bit of renovation. Staff seemed friendly but dear god, please get that speaker system working!!"
